Loi,Groupe,Député,Vote
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Laurianne Rossi,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Gwendal Rouillard,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Thomas Rudigoz,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Pacôme Rupin,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Laurent Saint-Martin,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Laetitia Saint-Paul,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Nathalie Sarles,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jacques Savatier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jean-Bernard Sempastous,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Olivier Serva,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Benoit Simian,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Thierry Solère,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Denis Sommer,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Bertrand Sorre,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Bruno Studer,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Sira Sylla,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Marie Tamarelle-Verhaeghe,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Buon Tan,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Liliana Tanguy,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jean Terlier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Stéphane Testé,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Vincent Thiébaut,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Valérie Thomas,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Huguette Tiegna,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jean-Louis Touraine,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Alain Tourret,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Élisabeth Toutut-Picard,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Stéphane Travert,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Nicole Trisse,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Stéphane Trompille,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Alexandra Valetta Ardisson,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Laurence Vanceunebrock,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Pierre Venteau,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Marie-Christine Verdier-Jouclas,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Annie Vidal,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Patrick Vignal,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Corinne Vignon,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Cédric Villani,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Guillaume Vuilletet,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Hélène Zannier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Souad Zitouni,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jean-Marc Zulesi,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Hubert Julien-Laferrière,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Aude Amadou,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. François Cormier-Bouligeon,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Yolaine de Courson,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Jean-Michel Mis,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Cédric Roussel,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Aurélien Taché,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,Mme Alice Thourot,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La République en Marche,M. Richard Ferrand(Président de l'Assemblée nationale),Non votant
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Damien Abad,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Emmanuelle Anthoine,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Julien Aubert,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Nathalie Bassire,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Valérie Bazin-Malgras,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Thibault Bazin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Valérie Beauvais,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Émilie Bonnivard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Yves Bony,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Ian Boucard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Claude Bouchet,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Valérie Boyer,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Marine Brenier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Xavier Breton,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Bernard Brochand,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Fabrice Brun,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Gilles Carrez,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jacques Cattin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Gérard Cherpion,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Dino Cinieri,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Ciotti,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Pierre Cordier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Josiane Corneloup,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. François Cornut-Gentille,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Marie-Christine Dalloz,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Claude de Ganay,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Charles de la Verpillière,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Bernard Deflesselles,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Rémi Delatte,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Vincent Descoeur,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Fabien Di Filippo,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Diard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Julien Dive,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Pierre Door,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Marianne Dubois,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Pierre-Henri Dumont,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Daniel Fasquelle,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Jacques Ferrara,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Nicolas Forissier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Laurent Furst,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Jacques Gaultier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Annie Genevard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Philippe Gosselin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Carles Grelier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Claire Guion-Firmin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Michel Herbillon,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Patrick Hetzel,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Sébastien Huyghe,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Christian Jacob,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Mansour Kamardine,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Brigitte Kuster,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Valérie Lacroute,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Guillaume Larrivé,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Marc Le Fur,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Constance Le Grip,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Sébastien Leclerc,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Geneviève Levy,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. David Lorion,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Véronique Louwagie,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Gilles Lurton,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Emmanuel Maquet,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Olivier Marleix,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Franck Marlin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Louis Masson,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Gérard Menuel,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Frédérique Meunier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Maxime Minot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jérôme Nury,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-François Parigi,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Pauget,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Guillaume Peltier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Bernard Perrut,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Bérengère Poletti,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Luc Poudroux,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Aurélien Pradié,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Didier Quentin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Alain Ramadier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Nadia Ramassamy,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Robin Reda,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Bernard Reynès,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Vincent Rolland,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Antoine Savignat,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Raphaël Schellenberger,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Marie Sermier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Straumann,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Michèle Tabarot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Charles Taugourdeau,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Guy Teissier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Louis Thiériot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Laurence Trastour-Isnart,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Isabelle Valentin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Pierre Vatin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Patrice Verchère,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Arnaud Viala,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Michel Vialay,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Jean-Pierre Vigier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Stéphane Viry,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Éric Woerth,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Olivier Dassault,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,Mme Virginie Duby-Muller,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Frédéric Reiss,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Les Républicains,M. Martial Saddier,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Erwan Balanant,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Géraldine Bannier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Stéphane Baudu,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Justine Benin,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Philippe Berta,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Philippe Bolo,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Jean-Louis Bourlanges,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Vincent Bru,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Jean-Pierre Cubertafon,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Marielle de Sarnez,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Michèle de Vaucouleurs,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Marguerite Deprez-Audebert,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Bruno Duvergé,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Sarah El Haïry,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Nathalie Elimas,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Nadia Essayan,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Michel Fanget,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Isabelle Florennes,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Bruno Fuchs,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Laurent Garcia,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Brahim Hammouche,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Cyrille Isaac-Sibille,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Élodie Jacquier-Laforge,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Bruno Joncour,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Jean-Luc Lagleize,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Fabien Lainé,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Mohamed Laqhila,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Florence Lasserre,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Patrick Loiseau,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Aude Luquet,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Max Mathiasin,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Jean-Paul Mattei,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Sophie Mette,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Philippe Michel-Kleisbauer,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Patrick Mignola,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Bruno Millienne,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Jimmy Pahun,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Frédéric Petit,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Maud Petit,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,Mme Josy Poueyto,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Richard Ramos,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Nicolas Turquois,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Sylvain Waserman,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Mouvement Démocrate et apparentés,M. Philippe Latombe,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme George Pau-Langevin,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Hervé Saulignac,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Joël Aviragnet,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Ericka Bareigts,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Marie-Noëlle Battistel,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Gisèle Biémouret,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Christophe Bouillon,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Jean-Louis Bricout,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Luc Carvounas,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Alain David,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Laurence Dumont,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Olivier Faure,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Guillaume Garot,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Christian Hutin,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Régis Juanico,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Marietta Karamanli,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Jérôme Lambert,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Serge Letchimy,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Josette Manin,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Christine Pirès Beaune,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Dominique Potier,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Joaquim Pueyo,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Valérie Rabault,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Claudia Rouaux,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Sylvie Tolmont,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Cécile Untermaier,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Hélène Vainqueur-Christophe,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. Boris Vallaud,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,Mme Michèle Victory,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Socialistes et apparentés,M. David Habib(Président de séance),Non votant
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Olivier Becht,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Thierry Benoit,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Pierre-Yves Bournazel,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Guy Bricout,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Pascal Brindeau,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Paul Christophe,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Stéphane Demilly,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Béatrice Descamps,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Philippe Dunoyer,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Agnès Firmin Le Bodo,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Philippe Gomès,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Meyer Habib,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Antoine Herth,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Jean-Christophe Lagarde,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Vincent Ledoux,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Patricia Lemoine,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Lise Magnier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Pierre Morel-À-L'Huissier,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Maina Sage,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Nicole Sanquer,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Francis Vercamer,Pour
